Position,MVP_Nominated,FG_Pct,3P_Pct,2P_Pct,PTS,3P,2P,AST,STL,BLK,REB,Player,Season,Vote_Share_Pct,MP_per_Game
PG,0,43.4,31.4,50.7,8.1,0.9,2.3,1.1,0.4,0.0,2.2,Frank Jackson,19-19,0.0,19.2
SG,0,34.3,27.9,39.3,8.1,1.0,1.8,1.9,0.4,0.1,1.1,Isaiah Thomas,19-19,0.0,15.1
SF,0,54.3,26.5,58.3,8.0,0.2,3.3,3.0,1.3,0.9,5.8,Kyle Anderson,19-19,0.0,29.8
PF,0,45.0,42.9,51.3,8.0,1.9,0.8,1.3,0.5,0.4,3.5,Dāvis Bertāns,19-19,0.0,21.5
SG,0,39.7,33.2,45.3,7.9,1.0,1.7,3.6,0.5,0.2,1.3,Jamal Crawford,19-19,0.0,18.9
SG,0,45.6,45.0,46.3,7.9,1.5,1.3,0.9,0.5,0.2,1.6,Seth Curry,19-19,0.0,18.9
SG,0,42.2,34.1,51.5,7.8,1.2,1.6,1.4,1.0,0.4,2.9,Garrett Temple,19-19,0.0,27.2
SG,0,42.9,35.2,52.0,9.4,1.5,1.9,1.4,1.0,0.5,3.1,Garrett Temple,19-19,0.0,31.2
SG,0,39.6,29.6,50.0,4.7,0.6,1.0,1.4,1.0,0.2,2.5,Garrett Temple,19-19,0.0,19.6
SG,0,40.7,33.6,51.1,7.8,1.4,1.4,1.4,1.0,0.6,3.7,Josh Hart,19-19,0.0,25.6
PF,0,43.3,33.6,49.6,7.8,0.9,2.1,2.5,0.6,0.5,3.2,James Johnson,19-19,0.0,21.2
C,0,59.3,20.0,60.2,7.8,0.0,3.2,3.0,0.8,0.9,6.4,Mason Plumlee,19-19,0.0,21.1
C,0,55.3,,55.3,7.8,0.0,3.1,0.9,0.2,0.4,5.4,Ante Žižić,19-19,0.0,18.3
C,0,53.3,0.0,55.2,7.7,0.0,2.7,0.7,0.2,0.5,4.0,Tyler Zeller,19-19,0.0,15.5
C,0,57.1,,57.1,11.5,0.0,4.0,0.8,0.3,0.8,4.5,Tyler Zeller,19-19,0.0,20.5
SF,0,48.7,27.5,58.2,7.7,0.6,2.6,1.2,1.1,0.9,4.5,Maurice Harkless,19-19,0.0,23.6
SG,0,38.6,27.9,46.4,7.7,0.8,1.8,1.2,1.2,0.4,2.9,Josh Okogie,19-19,0.0,23.7
PG,0,45.2,31.4,54.7,7.6,0.8,2.0,2.3,0.9,0.1,2.5,George Hill,19-19,0.0,21.7
PG,0,51.4,46.4,53.2,10.8,1.0,3.2,2.8,0.9,0.1,2.1,George Hill,19-19,0.0,26.5
PG,0,42.8,28.0,55.6,6.8,0.7,1.7,2.1,0.9,0.1,2.6,George Hill,19-19,0.0,20.4
PG,0,40.7,39.7,42.1,7.6,1.4,1.1,3.8,0.9,0.6,5.0,Patrick Beverley,19-19,0.0,27.4
SF,0,50.9,32.6,64.6,7.6,0.8,2.2,0.7,0.4,0.4,3.1,Jake Layman,19-19,0.0,18.7
SG,0,40.3,35.1,45.3,7.6,1.2,1.6,1.7,0.5,0.2,3.6,Rodney McGruder,19-19,0.0,23.5
SG,0,37.4,34.8,41.6,7.5,1.5,1.2,1.8,1.0,0.4,3.0,Iman Shumpert,19-19,0.0,23.9
SG,0,38.2,36.6,40.4,8.9,1.8,1.4,2.2,1.1,0.5,3.1,Iman Shumpert,19-19,0.0,26.2
SG,0,34.7,29.6,48.1,4.6,1.1,0.7,1.1,0.6,0.2,2.7,Iman Shumpert,19-19,0.0,19.1
PG,0,40.4,35.4,42.9,7.5,0.8,2.1,3.2,0.8,0.1,1.8,Shelvin Mack,19-19,0.0,21.9
PG,0,41.4,35.9,44.1,7.9,0.9,2.2,3.4,0.8,0.1,1.9,Shelvin Mack,19-19,0.0,22.7
PG,0,14.3,0.0,16.7,2.3,0.0,0.5,0.3,0.5,0.0,0.5,Shelvin Mack,19-19,0.0,10.5
SF,0,46.4,32.5,55.3,7.5,0.8,2.2,1.2,0.7,0.6,4.0,Miles Bridges,19-19,0.0,21.2
SF,0,40.2,37.5,41.5,7.5,0.8,1.9,0.9,0.6,0.2,1.7,Dillon Brooks,19-19,0.0,18.3
SF,0,43.2,31.1,54.4,7.5,1.0,1.8,1.2,0.9,0.4,4.8,Dorian Finney-Smith,19-19,0.0,24.5
SF,0,37.4,30.9,44.3,7.5,1.2,1.6,1.7,0.8,0.2,2.8,Chandler Parsons,19-19,0.0,19.8
PF,0,41.9,38.9,48.0,7.4,1.6,1.0,1.1,0.6,0.4,2.6,Vince Carter,19-19,0.0,17.5
PF,0,44.5,28.5,54.9,7.4,0.7,2.1,6.9,1.4,1.1,7.3,Draymond Green,19-19,0.0,31.3
C,0,61.5,40.0,62.4,7.3,0.1,2.7,0.9,0.3,0.5,4.6,Boban Marjanović,19-19,0.0,11.7
C,0,60.7,0.0,61.6,6.7,0.0,2.4,0.6,0.3,0.5,4.2,Boban Marjanović,19-19,0.0,10.4
C,0,62.5,50.0,63.4,8.2,0.2,3.2,1.5,0.2,0.5,5.1,Boban Marjanović,19-19,0.0,13.9
SG,0,47.5,43.7,49.4,7.3,0.9,2.0,1.1,0.3,0.1,2.1,Dwayne Bacon,19-19,0.0,17.7
SG,0,41.9,39.6,42.6,7.3,0.6,2.3,0.7,0.2,0.2,1.9,Antonio Blakeney,19-19,0.0,14.5
C,0,51.9,38.5,53.9,7.3,0.3,2.4,1.0,0.3,0.3,5.4,Willy Hernangómez,19-19,0.0,14.0
SF,0,49.1,40.8,56.9,7.3,1.1,1.6,0.9,0.2,0.1,1.4,Doug McDermott,19-19,0.0,17.4
PF,0,35.9,31.2,41.5,7.3,1.3,1.4,0.7,0.2,0.4,3.1,Dirk Nowitzki,19-19,0.0,15.6
C,0,69.4,,69.4,7.3,0.0,3.1,0.6,0.8,2.4,6.4,Mitchell Robinson,19-19,0.0,20.6
PF,0,39.6,37.7,44.9,7.3,1.8,0.7,1.2,1.6,0.5,5.8,P.J. Tucker,19-19,0.0,34.2
SF,0,44.7,35.5,54.2,7.2,1.1,1.6,1.2,0.4,0.2,2.6,Justin Jackson,19-19,0.0,19.9
SF,0,42.4,34.6,51.5,6.7,1.1,1.3,1.3,0.4,0.3,2.8,Justin Jackson,19-19,0.0,20.8
SF,0,48.4,37.2,57.7,8.2,1.1,2.1,1.0,0.3,0.0,2.3,Justin Jackson,19-19,0.0,18.3
SG,0,42.6,37.1,47.2,7.2,1.1,1.6,2.1,0.6,0.1,3.2,Lance Stephenson,19-19,0.0,16.5
SF,0,50.0,31.8,60.8,7.1,0.6,2.0,0.8,0.7,0.4,3.3,Luol Deng,19-19,0.0,17.8
C,0,51.6,0.0,51.9,7.1,0.0,2.6,2.1,0.5,0.7,5.7,Joakim Noah,19-19,0.0,16.5
PF,0,40.2,34.8,53.3,7.0,1.4,0.9,1.2,0.3,0.6,3.8,Mike Muscala,19-19,0.0,20.4
PF,0,39.2,34.2,51.9,7.4,1.4,0.9,1.3,0.4,0.6,4.3,Mike Muscala,19-19,0.0,22.1
PF,0,43.4,36.8,57.7,5.9,1.2,0.9,0.8,0.2,0.6,2.6,Mike Muscala,19-19,0.0,15.6
SF,0,45.3,33.2,57.4,7.0,1.0,1.7,0.7,0.7,0.3,2.9,OG Anunoby,19-19,0.0,20.2
PF,0,49.0,17.6,52.9,7.0,0.1,2.8,1.0,0.3,0.4,2.3,Michael Beasley,19-19,0.0,10.7
PF,0,50.3,0.0,51.2,7.0,0.0,3.0,1.5,0.5,0.4,3.8,Harry Giles,19-19,0.0,14.1
SF,0,49.4,30.8,56.7,7.0,0.5,2.2,0.6,0.8,0.7,4.0,Derrick Jones Jr.,19-19,0.0,19.2
C,0,37.8,36.3,41.1,7.0,1.5,0.8,1.2,0.6,0.9,2.9,Luke Kornet,19-19,0.0,17.0
SG,0,40.6,31.6,45.6,6.9,0.7,1.9,1.5,0.4,0.2,2.4,Wayne Selden,19-19,0.0,19.2
SG,0,40.4,31.7,45.9,5.4,0.6,1.4,1.1,0.3,0.2,1.4,Wayne Selden,19-19,0.0,14.2
SG,0,40.7,31.5,45.5,8.0,0.8,2.2,1.7,0.5,0.2,3.2,Wayne Selden,19-19,0.0,22.9
SF,0,38.9,28.8,48.4,6.9,0.9,1.7,1.3,0.9,0.2,3.3,Stanley Johnson,19-19,0.0,18.3
SF,0,38.1,28.2,48.8,7.5,1.1,1.7,1.3,1.0,0.3,3.6,Stanley Johnson,19-19,0.0,20.0
SF,0,41.8,32.4,47.4,5.3,0.6,1.5,1.6,0.7,0.1,2.3,Stanley Johnson,19-19,0.0,13.7
SG,0,46.6,33.0,64.7,6.9,1.1,1.6,2.0,0.5,0.4,4.2,Pat Connaughton,19-19,0.0,20.7
PG,0,46.5,40.5,51.5,6.9,1.1,1.7,1.6,0.3,0.0,2.1,Quinn Cook,19-19,0.0,14.3
PG,0,41.9,29.0,46.4,6.9,0.4,2.0,2.6,0.3,0.1,1.6,Dante Exum,19-19,0.0,15.8
SG,0,42.9,36.6,56.0,6.9,1.4,1.1,1.0,0.5,0.2,1.9,Terrance Ferguson,19-19,0.0,26.1
PG,0,41.5,31.7,45.3,6.9,0.6,2.1,4.8,1.2,0.1,2.0,Tyus Jones,19-19,0.0,22.9
PG,0,38.1,31.8,44.3,6.8,1.1,1.5,1.8,0.5,0.1,1.5,Brandon Knight,19-19,0.0,18.9
PG,0,41.3,37.1,44.8,8.5,1.3,1.9,2.3,0.7,0.1,1.9,Brandon Knight,19-19,0.0,22.9
PF,0,43.8,36.3,49.3,6.8,0.9,1.6,0.8,0.5,0.3,4.5,Ersan İlyasova,19-19,0.0,18.4
PF,0,45.3,35.3,58.3,6.8,1.1,1.4,1.0,0.5,1.1,4.6,Maxi Kleber,19-19,0.0,21.2
PG,0,46.0,21.2,49.4,6.8,0.2,2.6,3.9,0.5,0.2,4.5,Evan Turner,19-19,0.0,22.0
SF,0,46.9,35.3,60.1,6.7,0.9,1.4,0.7,0.7,0.4,3.1,James Ennis III,19-19,0.0,21.2
SF,0,49.3,36.7,65.9,7.4,1.1,1.5,0.7,1.0,0.4,2.9,James Ennis III,19-19,0.0,23.7
SF,0,41.0,30.6,48.9,5.3,0.6,1.3,0.8,0.2,0.4,3.6,James Ennis III,19-19,0.0,15.6
PG,0,44.7,37.3,52.7,6.7,1.0,1.3,3.3,0.8,0.0,2.7,Ryan Arcidiacono,19-19,0.0,24.2
SG,0,39.4,32.7,47.0,6.7,1.1,1.4,1.6,0.4,0.1,1.5,Ian Clark,19-19,0.0,16.2
PF,0,47.6,34.0,49.8,6.7,0.3,2.2,1.0,0.5,0.6,3.8,Michael Kidd-Gilchrist,19-19,0.0,18.4
SF,0,59.4,0.0,63.3,6.7,0.0,2.7,0.9,0.6,0.9,2.9,Devin Robinson,19-19,0.0,13.6
SG,0,34.2,30.8,37.5,6.7,1.1,1.4,1.9,1.0,0.3,1.6,J.R. Smith,19-19,0.0,20.2
SG,0,41.2,37.5,44.4,6.7,1.0,1.3,1.7,0.3,0.3,2.2,Zhaire Smith,19-19,0.0,18.5
SG,0,45.0,27.8,53.0,6.6,0.5,2.1,0.9,0.3,0.1,1.6,MarShon Brooks,19-19,0.0,13.3
C,0,47.3,33.1,53.4,6.6,0.5,1.9,0.9,0.3,0.9,4.2,Zach Collins,19-19,0.0,17.6
SG,0,38.0,26.9,42.7,6.5,0.5,1.9,2.3,0.5,0.3,2.3,Jonathon Simmons,19-19,0.0,19.0
SG,0,36.4,22.9,41.9,6.9,0.5,2.1,2.3,0.4,0.3,2.4,Jonathon Simmons,19-19,0.0,20.6
SF,0,45.3,42.9,46.5,5.5,0.6,1.3,2.2,0.7,0.1,1.7,Jonathon Simmons,19-19,0.0,14.6
SG,0,40.7,0.0,57.9,6.5,0.0,2.8,1.8,0.3,0.3,0.8,Billy Garrett,19-19,0.0,15.8
SG,0,43.2,27.0,47.5,6.5,0.3,2.2,1.9,1.2,0.4,3.0,Shaquille Harrison,19-19,0.0,19.6
PG,0,41.2,32.2,45.4,6.5,0.7,2.1,3.9,1.1,0.3,3.4,Cory Joseph,19-19,0.0,25.2
SF,0,48.1,32.0,54.5,6.5,0.5,2.0,1.1,0.7,0.3,3.2,David Nwaba,19-19,0.0,19.3
C,0,59.1,0.0,60.2,6.5,0.0,2.7,0.5,0.3,0.3,4.1,Johnathan Williams,19-19,0.0,15.5
SF,0,36.0,33.0,41.7,6.4,1.3,0.8,0.7,0.5,0.3,1.8,C.J. Miles,19-19,0.0,16.2
SF,0,34.0,31.4,39.1,5.5,1.1,0.7,0.6,0.5,0.3,1.7,C.J. Miles,19-19,0.0,14.1
SF,0,40.0,36.4,46.2,9.3,1.8,1.4,1.1,0.6,0.4,2.1,C.J. Miles,19-19,0.0,22.6
SG,0,46.5,36.1,55.8,6.4,0.9,1.6,1.4,0.4,0.1,3.2,Sterling Brown,19-19,0.0,17.8
C,0,50.1,33.9,53.0,6.4,0.3,2.2,0.9,0.6,0.5,4.1,Gorgui Dieng,19-19,0.0,13.6
PG,0,52.5,33.3,54.6,6.4,0.2,2.7,3.4,1.0,0.2,2.3,T.J. McConnell,19-19,0.0,19.3
SG,0,53.8,44.4,61.9,6.4,1.0,1.6,1.0,0.1,0.1,1.5,Jodie Meeks,19-19,0.0,13.0
PG,0,43.0,29.8,51.1,6.3,0.6,1.8,2.7,0.7,0.2,1.8,Cameron Payne,19-19,0.0,17.8
PG,0,41.1,27.1,48.6,5.7,0.5,1.7,2.7,0.6,0.2,1.7,Cameron Payne,19-19,0.0,17.3
PG,0,49.1,36.0,60.0,8.2,1.0,2.0,2.6,0.9,0.3,2.1,Cameron Payne,19-19,0.0,19.6
SF,0,53.4,34.9,60.2,6.3,0.4,2.0,0.7,0.6,0.3,3.2,Omri Casspi,19-19,0.0,14.4
PG,0,38.0,31.0,47.6,6.3,0.9,1.0,1.8,0.5,0.2,1.6,Devin Harris,19-19,0.0,15.8
PF,0,45.9,36.7,56.3,6.3,0.9,1.3,1.3,0.4,0.2,3.9,Jonas Jerebko,19-19,0.0,16.7
C,0,62.5,10.0,64.1,6.3,0.0,2.7,1.5,0.6,0.7,5.2,Kevon Looney,19-19,0.0,18.5
SG,0,40.5,33.3,47.7,6.2,0.9,1.3,1.2,0.3,0.0,2.4,Tyler Dorsey,19-19,0.0,14.5
SG,0,42.9,36.6,50.0,9.8,1.6,2.0,1.9,0.3,0.0,3.3,Tyler Dorsey,19-19,0.0,21.3
C,0,48.1,30.0,55.5,6.2,0.4,2.0,0.8,0.3,1.4,5.0,Mo Bamba,19-19,0.0,16.3
SG,0,41.1,38.1,48.1,6.2,1.5,0.8,0.5,0.5,0.1,1.4,Troy Daniels,19-19,0.0,14.9
PF,0,46.9,30.6,52.1,6.1,0.4,2.1,1.0,0.8,0.1,3.1,Sam Dekker,19-19,0.0,16.8
PF,0,45.8,38.5,48.6,6.3,0.6,1.9,1.0,1.2,0.0,3.7,Sam Dekker,19-19,0.0,18.8
PF,0,47.1,28.6,52.8,6.1,0.4,2.2,1.0,0.7,0.2,3.0,Sam Dekker,19-19,0.0,16.3
PG,0,35.7,29.6,40.2,6.1,0.9,1.6,3.5,0.5,0.1,1.8,Jerryd Bayless,19-19,0.0,19.3
SF,0,38.4,33.3,44.7,6.1,1.1,1.2,1.8,1.0,0.4,4.8,Kenrich Williams,19-19,0.0,23.5
PG,0,39.0,35.4,44.1,6.0,1.1,1.0,2.8,0.5,0.1,1.9,Isaiah Canaan,19-19,0.0,21.0
PG,0,39.5,34.7,45.6,7.5,1.3,1.4,3.3,0.6,0.0,2.6,Isaiah Canaan,19-19,0.0,26.5
PG,0,37.9,36.8,40.0,4.7,1.0,0.6,2.7,0.3,0.1,0.7,Isaiah Canaan,19-19,0.0,13.6
SF,0,41.8,37.3,47.8,6.0,1.2,1.1,1.6,0.5,0.4,4.2,Wilson Chandler,19-19,0.0,23.1
PF,0,44.0,39.0,50.6,6.7,1.3,1.3,2.0,0.6,0.5,4.7,Wilson Chandler,19-19,0.0,26.4
SF,0,34.8,32.5,38.5,4.3,0.9,0.7,0.7,0.2,0.2,3.1,Wilson Chandler,19-19,0.0,15.1
PF,0,62.0,25.0,62.5,6.0,0.0,2.6,0.5,0.5,0.5,5.2,Cheick Diallo,19-19,0.0,14.0
PF,0,41.1,44.7,38.6,6.0,0.9,1.2,0.8,0.4,0.1,3.5,Henry Ellenson,19-19,0.0,13.6
PF,0,40.0,50.0,33.3,6.0,1.0,1.0,0.5,0.0,0.0,4.5,Henry Ellenson,19-19,0.0,12.5
PF,0,41.2,44.1,39.2,6.0,0.9,1.2,0.9,0.4,0.1,3.4,Henry Ellenson,19-19,0.0,13.8
SF,0,45.2,39.7,52.2,6.0,1.1,1.1,0.9,0.4,0.2,2.1,Tony Snell,19-19,0.0,17.6
PG,0,40.5,33.8,48.2,5.9,0.9,1.1,3.8,0.3,0.0,1.6,Matthew Dellavedova,19-19,0.0,16.9
PG,0,41.3,33.6,50.0,7.3,1.1,1.4,4.2,0.3,0.1,1.9,Matthew Dellavedova,19-19,0.0,19.9
SG,0,40.2,37.2,44.0,5.9,1.0,1.0,1.2,0.3,0.1,1.9,Nik Stauskas,19-19,0.0,14.9
SG,0,41.9,34.4,51.0,6.1,1.0,1.2,1.4,0.3,0.1,1.8,Nik Stauskas,19-19,0.0,15.3
SG,0,36.7,42.9,28.3,5.5,1.1,0.5,0.8,0.3,0.1,2.0,Nik Stauskas,19-19,0.0,14.3
PG,0,43.5,36.2,48.8,5.9,0.8,1.4,1.9,0.5,0.1,1.5,Yogi Ferrell,19-19,0.0,15.0
PG,0,40.1,33.9,45.9,5.9,0.9,1.2,1.7,0.4,0.3,1.3,Aaron Holiday,19-19,0.0,12.9
C,0,54.5,45.0,62.6,5.9,0.8,1.3,1.2,0.2,0.1,3.8,Meyers Leonard,19-19,0.0,14.4
SG,0,46.9,28.6,53.7,5.9,0.4,1.9,1.1,0.5,0.3,1.5,Jordan McRae,19-19,0.0,12.3
PF,0,40.2,34.4,46.6,5.9,1.0,1.2,1.0,0.6,0.5,4.2,Omari Spellman,19-19,0.0,17.5
PF,0,40.0,40.1,39.9,5.8,1.3,0.8,0.8,0.3,0.2,3.5,Mike Scott,19-19,0.0,17.7
PF,0,40.0,39.1,41.2,4.8,1.0,0.8,0.8,0.3,0.2,3.3,Mike Scott,19-19,0.0,14.4
PF,0,40.0,41.2,38.0,7.8,1.8,1.0,0.8,0.3,0.2,3.8,Mike Scott,19-19,0.0,24.0
C,0,61.6,0.0,62.0,5.8,0.0,2.3,0.8,0.4,0.4,8.6,Ed Davis,19-19,0.0,17.9
PF,0,43.9,36.5,54.1,5.8,0.9,1.0,0.8,0.4,0.3,3.8,Juancho Hernangómez,19-19,0.0,19.4
SG,0,40.0,32.6,50.5,5.8,1.0,1.1,1.1,0.6,0.0,2.2,Furkan Korkmaz,19-19,0.0,14.1
PF,0,54.7,20.0,57.4,5.8,0.1,2.3,1.1,0.3,0.3,4.2,Ivan Rabb,19-19,0.0,14.7
PF,0,41.4,36.2,46.8,5.8,1.0,1.2,1.1,0.4,0.4,4.6,D.J. Wilson,19-19,0.0,18.4
C,0,50.0,,50.0,5.7,0.0,2.7,0.3,0.7,0.7,5.0,Tony Bradley,19-19,0.0,12.0
SF,0,44.2,32.4,56.9,5.7,0.8,1.3,1.0,0.5,0.6,3.5,Torrey Craig,19-19,0.0,20.0
SF,0,50.0,33.3,65.2,5.7,0.7,1.5,3.2,0.9,0.8,3.7,Andre Iguodala,19-19,0.0,23.2
PG,0,33.7,28.7,37.1,5.7,0.8,1.4,2.8,0.7,0.3,2.0,Frank Ntilikina,19-19,0.0,21.0
PG,0,39.3,29.5,47.5,5.7,0.7,1.4,2.4,0.6,0.1,1.8,Elie Okobo,19-19,0.0,18.1
C,0,54.9,38.8,60.3,5.7,0.4,1.8,1.0,0.3,0.6,3.4,Daniel Theis,19-19,0.0,13.8
SG,0,37.6,32.3,44.3,5.6,0.8,0.9,0.7,0.2,0.2,0.6,Grayson Allen,19-19,0.0,10.9
C,0,47.1,34.4,51.9,5.6,0.4,1.6,1.1,0.2,0.7,4.7,Aron Baynes,19-19,0.0,16.1
C,0,46.3,35.5,55.6,5.6,0.8,1.4,1.0,0.5,0.8,5.1,John Henson,19-19,0.0,13.4
C,0,64.5,,64.5,5.5,0.0,2.4,1.2,0.4,0.9,5.3,Jakob Poeltl,19-19,0.0,16.5
PG,0,41.9,40.0,44.1,5.5,0.9,0.9,2.0,0.5,0.1,1.1,Chasson Randle,19-19,0.0,15.2
C,0,71.6,,71.6,5.4,0.0,2.2,1.2,0.5,1.0,3.1,Damian Jones,19-19,0.0,17.1
C,0,48.7,20.0,49.5,5.3,0.0,2.1,0.6,0.3,0.2,4.0,Greg Monroe,19-19,0.0,11.2
C,0,46.0,0.0,47.1,4.8,0.0,1.9,0.4,0.3,0.2,4.1,Greg Monroe,19-19,0.0,11.1
C,0,65.2,100.0,63.6,13.7,0.3,4.7,2.3,0.3,0.0,4.3,Greg Monroe,19-19,0.0,17.3
PG,0,44.4,36.6,49.4,5.3,0.6,1.3,4.2,0.5,0.1,2.8,Tim Frazier,19-19,0.0,19.0
PG,0,45.1,35.1,51.7,5.0,0.6,1.3,4.4,0.5,0.1,2.9,Tim Frazier,19-19,0.0,19.3
PG,0,42.4,41.7,42.9,6.3,0.8,1.5,3.5,0.4,0.1,2.6,Tim Frazier,19-19,0.0,17.6
SG,0,35.7,32.3,50.0,5.3,1.3,0.5,0.6,0.5,0.2,1.5,Álex Abrines,19-19,0.0,19.0
SG,0,33.5,29.7,41.3,5.3,1.1,0.7,1.0,0.4,0.2,3.1,Treveon Graham,19-19,0.0,20.4
PG,0,46.0,33.3,53.5,5.3,0.5,1.5,2.5,0.4,0.1,1.7,Raul Neto,19-19,0.0,12.8
SF,0,44.9,31.8,55.6,5.3,0.7,1.4,0.5,0.5,0.4,2.8,Troy Williams,19-19,0.0,14.9
SF,0,45.9,28.0,51.6,5.2,0.3,1.9,0.8,0.5,0.1,4.2,Chandler Hutchison,19-19,0.0,20.3
SF,0,47.5,38.6,56.9,5.2,0.8,1.2,1.5,0.7,0.3,3.5,Royce O'Neale,19-19,0.0,20.4
SF,0,41.9,35.7,47.1,5.1,0.6,1.0,0.4,0.6,0.1,2.1,Jalen Jones,19-19,0.0,13.4
PG,0,42.0,21.9,54.3,5.1,0.4,1.5,2.2,0.4,0.1,1.1,Frank Mason III,19-19,0.0,11.4
PF,0,49.4,39.1,53.4,5.1,0.4,1.5,0.8,0.2,0.5,3.6,Alex Poythress,19-19,0.0,14.5
SG,0,46.7,37.9,54.8,5.1,0.8,1.2,0.7,0.6,0.2,1.1,Brandon Sampson,19-19,0.0,15.3
PF,0,40.7,32.0,52.2,5.0,0.8,0.9,0.7,0.3,0.8,3.2,Thon Maker,19-19,0.0,15.2
C,0,44.0,33.3,58.9,4.7,0.7,0.9,0.5,0.3,0.5,2.7,Thon Maker,19-19,0.0,11.7
PF,0,37.3,30.7,45.8,5.5,0.8,0.9,0.9,0.4,1.1,3.7,Thon Maker,19-19,0.0,19.4
SF,0,42.3,25.0,52.2,5.0,0.4,1.6,0.6,0.6,0.5,2.8,Keita Bates-Diop,19-19,0.0,16.8
PF,0,44.7,21.8,68.8,5.0,0.5,1.4,1.2,0.4,0.5,4.0,Dragan Bender,19-19,0.0,18.0
C,0,53.2,,53.2,5.0,0.0,2.1,1.4,0.1,0.5,5.6,Marcin Gortat,19-19,0.0,16.0
SF,0,41.2,36.7,43.1,5.0,0.4,1.2,1.1,0.4,0.3,2.7,Wes Iwundu,19-19,0.0,18.1
PF,0,44.4,33.3,50.0,5.0,0.5,1.5,0.5,0.3,0.3,1.8,Luc Mbah a Moute,19-19,0.0,15.3
PG,0,39.1,30.5,44.1,5.0,0.6,1.4,3.2,1.4,0.5,2.7,De'Anthony Melton,19-19,0.0,19.7
SG,0,42.3,41.2,44.4,5.0,1.1,0.6,0.7,0.3,0.1,1.6,Cameron Reynolds,19-19,0.0,13.6
PF,0,38.2,37.7,40.9,5.0,1.2,0.3,0.7,0.3,0.3,2.7,Anthony Tolliver,19-19,0.0,16.6
SF,0,43.1,31.8,49.4,4.9,0.5,1.3,1.3,1.0,0.2,2.5,Corey Brewer,19-19,0.0,15.9
SF,0,40.8,28.6,45.7,7.6,0.6,2.3,1.4,1.7,0.3,2.4,Corey Brewer,19-19,0.0,20.0
SF,0,44.6,33.3,52.3,4.1,0.4,1.0,1.2,0.8,0.2,2.5,Corey Brewer,19-19,0.0,14.7
SF,0,33.3,23.8,44.4,4.9,0.6,1.0,0.4,0.6,0.1,3.8,Bonzie Colson,19-19,0.0,12.3
SG,0,40.3,26.5,68.3,4.9,0.8,1.0,1.1,0.5,0.2,2.4,Donte DiVincenzo,19-19,0.0,15.2
PF,0,42.3,35.1,54.5,4.9,0.9,0.8,1.4,0.6,0.3,2.6,Jared Dudley,19-19,0.0,20.7
SG,0,44.1,39.7,49.2,4.9,0.8,0.9,0.4,0.4,0.0,2.0,Damion Lee,19-19,0.0,11.7
C,0,58.7,,58.7,4.9,0.0,2.1,0.6,0.9,1.2,4.2,Nerlens Noel,19-19,0.0,13.7
PG,0,37.4,26.3,42.4,4.8,0.4,1.3,2.5,0.7,0.5,2.5,Michael Carter-Williams,19-19,0.0,13.3
PG,0,33.9,15.8,41.9,5.4,0.3,1.5,4.1,0.9,0.8,4.8,Michael Carter-Williams,19-19,0.0,18.9
C,0,60.3,0.0,60.7,4.8,0.0,1.8,0.8,0.4,0.6,3.8,Khem Birch,19-19,0.0,12.9
SF,0,41.5,31.9,45.5,4.8,0.4,1.4,1.5,0.4,0.1,2.8,Troy Brown Jr.,19-19,0.0,14.0
C,0,41.5,28.6,52.1,4.8,0.5,1.1,0.6,0.3,0.3,2.0,Moritz Wagner,19-19,0.0,10.4
SG,0,40.0,37.9,42.6,4.7,0.8,0.8,0.8,0.0,0.1,1.4,John Jenkins,19-19,0.0,12.8
SG,0,38.8,35.7,42.6,5.2,0.9,0.9,1.0,0.0,0.1,1.6,John Jenkins,19-19,0.0,14.5
PF,0,49.4,35.4,69.7,4.7,0.8,1.0,0.9,0.4,0.9,3.8,Jonah Bolden,19-19,0.0,14.5
PG,0,34.3,28.1,42.1,4.7,0.7,0.9,2.6,0.5,0.0,1.4,Devonte' Graham,19-19,0.0,14.7
SF,0,48.7,35.6,58.6,4.7,0.6,1.3,0.4,0.3,0.2,3.4,Alfonzo McKinnie,19-19,0.0,13.9
SF,0,37.6,31.0,45.1,4.6,0.7,0.9,0.5,0.4,0.2,1.9,Timothé Luwawu-Cabarrot,19-19,0.0,13.4
SF,0,39.4,33.0,46.9,6.8,1.1,1.3,0.8,0.5,0.2,2.7,Timothé Luwawu-Cabarrot,19-19,0.0,18.8
SF,0,36.4,20.0,43.5,4.5,0.3,1.7,2.2,1.2,0.8,8.2,Jemerrio Jones,19-19,0.0,23.8
SG,0,34.2,26.1,48.1,4.5,0.7,0.7,1.2,0.3,0.0,2.0,Theo Pinson,19-19,0.0,11.7
PF,0,39.6,27.8,47.5,4.5,0.5,1.2,0.6,0.4,0.2,2.5,Lance Thomas,19-19,0.0,17.0
C,0,57.1,,57.1,4.4,0.0,1.6,0.6,0.2,0.8,4.6,Bismack Biyombo,19-19,0.0,14.5
PG,0,30.3,33.3,26.5,4.4,0.9,0.6,1.8,0.7,0.3,1.7,Jevon Carter,19-19,0.0,14.8
SG,0,39.1,31.8,46.5,4.4,0.7,1.0,0.9,0.4,0.4,1.8,Shake Milton,19-19,0.0,13.4
SG,0,39.8,25.8,45.7,4.3,0.3,1.4,1.2,0.5,0.5,2.5,Bruce Brown,19-19,0.0,19.6
